Id,Probability
1,0.06570462751381015
2,0.0340246425556396
3,0.012582632577897006
4,0.06066236481028369
5,0.1278831801890085
6,0.028910831914499825
7,0.062286144436901864
8,0.06176452527229499
9,0.013019775389880892
10,0.3838378392813265
11,0.010621011317382164
12,0.019841742099048692
13,0.00625890645197619
14,0.05042594456798221
15,0.0479594793392961
16,0.018133351169441446
17,0.026004706715402663
18,0.012701802126013368
19,0.2777342168635075
20,0.10139631030432764
21,0.006402275233769419
22,0.012012501735249407
23,0.0045623149256230865
24,0.5321448186363666
25,0.05739441227800904
26,0.02877935710076578
27,0.0780986285332818
28,0.014575797035496742
29,0.044901868607521635
30,0.03653381889836967
31,0.0589304817258896
32,0.028047993011163348
33,0.010663883653701257
34,0.06537794097331455
35,0.3706468972660928
36,0.06791904953444283
37,0.03308074550412591
38,0.03155830648967071
39,0.01289673504973148
40,0.06252594173564457
41,0.319608470197015
42,0.2933077251019059
43,0.1084956606497457
44,0.006596758690737683
45,0.03513813436178228
46,0.008251215080140196
47,0.012469733878412537
48,0.017127453124533697
49,0.010264323767790916
50,0.02831012299571799
51,0.014203514136463397
52,0.02738839860542889
53,0.009049449236437907
54,0.043101358935578316
55,0.01776295170820669
56,0.06282493316765347
57,0.004866504853815589
58,0.1761070800608262
59,0.07354643023010082
60,0.08780483817470293
61,0.024911998203873183
62,0.0063606002486370555
63,0.022947782968986984
64,0.011267254967458342
65,0.013176312258629098
66,0.014314993012214798
67,0.015044324109147451
68,0.1531951490118539
69,0.004627604484160152
70,0.6695600664348716
71,0.03138940074780526
72,0.08847350721904752
73,0.00625800332778398
74,0.2029164012949689
75,0.01308580141951351
76,0.04298031384428409
77,0.08824549915974986
78,0.03769564044502471
79,0.03464191328343776
80,0.01666202632691676
81,0.02096971112536186
82,0.011438509286002851
83,0.04540878331876081
84,0.006196350129041612
85,0.01882967697016657
86,0.011797085307069154
87,0.05496546960852428
88,0.02490544757539735
89,0.03348344140997339
90,0.022152046830586674
91,0.06088634961634586
92,0.011960429026087864
93,0.015364711457892088
94,0.013976019734623592
95,0.005012662323969805
96,0.16091454963952095
97,0.02686186352410889
98,0.08456307090812706
99,0.010497798666805811
100,0.02245051198765477
101,0.05083468576913592
102,0.0782219413491799
103,0.013754983580465967
104,0.05448515128853053
105,0.10172495141372928
106,0.021442451693985655
107,0.3620778754325845
108,0.020886385995857803
109,0.006004352584160674
110,0.021141937625371348
111,0.03999054738065581
112,0.054597994288414345
113,0.020974147348350937
114,0.4865296792408186
115,0.0968590646409885
116,0.011329206299832145
117,0.014142657631420627
118,0.08586600503006521
119,0.01428940414870241
120,0.005817527879072908
121,0.00698649390163236
122,0.05207524291912377
123,0.007072507592311581
124,0.5253984591673533
125,0.02128033425614811
126,0.016301981229475657
127,0.005958582178928768
128,0.013634897122829595
129,0.015942298123354928
130,0.04493214115474078
131,0.02339918603558874
132,0.07997566683499155
133,0.0053848538463590785
134,0.15018038174887913
135,0.213510422035709
136,0.00660267107273947
137,0.20251693390472966
138,0.048191769669017
139,0.0045612499042915425
140,0.011579401425944127
